analog0
45
50
50
47
51
55
51
51
51
52
48
51
43
40
35
33
41
41
37
38
47
51
54
49
62
56
56
51
48
46
41
45
47
47
46
42
46
43
46
45
41
38
38
44
47
47
44
45
50
50
49
43
41
41
40
36
36
50
50
48
40
38
34
37
41
41
38
39
36
33
39
42
50
48
48
43
45
41
38
50
48
41
38
38
35
33
29
26
27
25
25
29
26
33
36
39
43
40
39
39
36
36
37
36
31
32
32
37
36
38
34
38
34
34
34
32
32
29
39
39
34
37
37
29
29
31
38
40
42
37
37
34
31
31
36
41
42
39
39
38
38
42
38
36
33
30
27
27
32
32
34
39
39
40
42
37
37
36
38
42
41
39
42
42
41
40
43
41
37
35
35
31
31
33
32
35
37
39
39
39
38
33
32
33
34
33
38
36
36
44
47
49
47
46
45
45
39
39
37
39
36
38
40
40
40
50
43
44
45
47
40
40
36
34
32
30
32
34
32
31
27
27
28
36
36
35
34
34
34
36
41
38
36
42
38
36
36
40
40
38
35
44
45
45
48
48
46
50
46
41
36
35
35
36
34
31
28
37
33
32
29
29
32
36
39
42
37
41
36
37
37
36
42
39
34
37
38
38
35
40
47
49
40
43
42
42
39
39
42
49
51
50
50
50
43
43
51
46
44
38
38
41
41
38
44
41
44
47
49
49
47
45
42
48
52
53
49
49
61
54
55
62
54
47
43
43
51
50
47
45
46
60
57
52
52
44
47
46
45
45
51
52
47
47
42
41
44
39
35
37
37
46
47
45
48
50
54
54
48
48
62
56
57
51
46
54
54
46
43
44
47
42
43
40
43
43
49
44
42
51
56
56
56
61
61
53
46
50
47
58
54
54
47
52
52
51
45
51
50
50
49
51
44
46
41
36
36
36
46
44
57
53
55
52
52
40
40
40
40
38
35
41
43
43
56
61
57
57
55
47
43
41
41
37
51
47
46
45
48
48
58
52
65
57
55
59
54
50
50
48
52
55
46
43
36
36
42
42
39
40
41
35
35
35
35
44
45
39
42
53
52
56
56
56
54
59
52
48
45
47
47
49
46
42
49
53
58
53
53
61
55
51
52
49
57
49
49
46
52
48
43
40
44
48
48
46
50
46
43
45
49
48
48
52
46
42
49
50
42
42
47
47
51
46
41
45
42
45
45
41
39
49
54
65
56
58
60
60
57
50
48
48
42
41
41
51
47
48
42
41
40
42
41
41
44
38
41
36
34
34
34
34
48
47
41
36
36
35
37
37
41
40
51
54
54
59
50
50
60
57
50
51
46
51
43
43
46
45
48
46
42
47
48
46
46
42
37
41
41
44
43
43
44
57
55
56
56
58
50
44
44
40
48
48
50
53
54
54
59
52
51
45
44
54
55
46
46
50
44
38
41
43
42
41
46
46
52
46
54
46
49
44
44
39
35
31
36
32
37
51
51
46
43
41
36
37
33
38
38
32
52
54
50
51
47
57
57
51
48
47
51
51
53
59
59
58
64
67
66
58
52
47
47
43
